URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
123.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,64,18,0.5609756029149316,0.0989143545248319,10.49367088607595,25.934861278648974,14.571412865889972,10.49367088607595,215,829,1.9987937273823884,0,7.905910735826296
321.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,37,11,0.5416666553819447,0.17328519793037836,11.541666666666666,38.628158844765345,20.067930204572804,11.541666666666666,107,277,2.148014440433213,0,8.12274368231047
2345.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,16,20,-0.11111110802469146,0.06963249502972438,7.602941176470588,30.947775628626694,15.420286722038913,7.602941176470588,160,517,1.8529980657640233,0,7.4100580270793035
4321.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,31,24,0.12727272495867772,0.08580343200342679,11.654545454545454,29.17316692667707,16.33108495248901,11.654545454545454,187,641,1.9251170046801873,0,7.471138845553822
432.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,31,24,0.12727272495867772,0.08580343200342679,11.654545454545454,29.17316692667707,16.33108495248901,11.654545454545454,187,641,1.9251170046801873,0,7.471138845553822
2893.8,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,35,10,0.5555555432098769,0.08211678817131973,8.838709677419354,36.13138686131387,17.98803861549329,8.838709677419354,198,548,2.0675182481751824,0,7.543795620437956
3355.6,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,26,6,0.6249999804687506,0.05765765755376999,12.613636363636363,34.41441441441441,18.811220311220307,12.613636363636363,191,555,2.0126126126126125,0,7.6378378378378375
3817.4,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,43,5,0.7916666501736115,0.05882352933967705,8.869565217391305,34.19117647058824,17.22429667519182,8.869565217391305,279,816,2.0465686274509802,0,7.589460784313726
4279.2,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,6,0,0.9999998333333611,0.029702970149985297,8.416666666666666,23.26732673267327,12.673597359735973,8.416666666666666,47,202,1.8613861386138615,0,7.420792079207921
4741.0,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,16,34,-0.35999999280000017,0.09633911349452964,10.8125,39.4990366088632,20.124614643545282,10.8125,205,519,2.0828516377649327,0,7.649325626204239
5202.8,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,10,8,0.11111110493827195,0.10285714226938776,7.0,32.57142857142858,15.828571428571431,7.0,57,175,1.9085714285714286,0,7.234285714285714
5664.6,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,26,10,0.44444443209876583,0.06206896541022592,10.0,28.793103448275865,15.517241379310347,10.0,167,580,1.9310344827586208,0,7.132758620689655
6126.4,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,18,2,0.799999960000002,0.07380073773505264,13.55,36.162361623616235,19.884944649446496,13.55,98,271,1.981549815498155,0,7.228782287822878
6588.2,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,11,8,0.15789472853185638,0.04121475045289642,20.043478260869566,20.824295010845987,16.34710930868622,20.043478260869566,96,461,1.7136659436008677,0,6.490238611713666
7050.0,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,18,13,0.1612903173777317,0.06783369788220198,11.425,26.695842450765866,15.248336980306346,11.425,122,457,1.864332603938731,0,7.028446389496717
7511.8,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,18,19,-0.027027026296566857,0.06739526399381555,10.764705882352942,22.768670309653917,13.413350476802743,10.764705882352942,125,549,1.663023679417122,0,6.528233151183971
7973.6,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,24,21,0.06666666518518523,0.08348794047590363,14.972222222222221,35.25046382189239,20.089074417645847,14.972222222222221,190,539,1.9536178107606679,0,7.50278293135436
8435.4,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,52,25,0.35064934609546305,0.07881269183335446,13.202702702702704,34.5957011258956,19.11936153143932,13.202702702702704,338,977,2.036847492323439,0,7.641760491299897
8897.2,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,43,28,0.2112676026582028,0.11735537170685062,9.029850746268657,27.107438016528924,14.454915505119033,9.029850746268657,164,605,1.7884297520661157,0,6.9305785123966945
9359.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,56,29,0.31764705508650526,0.10179640706371688,9.94047619047619,32.455089820359284,16.95822640433419,9.94047619047619,271,835,2.0059880239520957,1,7.638323353293413
9820.8,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,36,14,0.4399999912000002,0.07680491539661304,8.037037037037036,25.806451612903224,13.537395459976105,8.037037037037036,168,651,1.9001536098310292,0,6.946236559139785
10282.6,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,39,18,0.3684210461680518,0.07133917387817375,11.253521126760564,28.53566958698373,15.915676285497717,11.253521126760564,228,799,1.8923654568210262,3,7.107634543178974
10744.4,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,30,15,0.3333333259259261,0.07950530021288817,10.884615384615385,28.26855123674912,15.661266648545803,10.884615384615385,160,566,1.872791519434629,3,6.971731448763251
11206.2,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,14,8,0.27272726033057904,0.06376811575719386,8.023255813953488,26.956521739130434,13.99191102123357,8.023255813953488,93,345,1.8434782608695652,0,7.0028985507246375
11668.0,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/
12129.8,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,26,9,0.4857142718367351,0.10869565183634891,9.470588235294118,15.838509316770185,10.12363902082572,9.470588235294118,51,322,1.65527950310559,2,6.701863354037267
12591.6,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,51,25,0.34210525865650976,0.08008429917799337,11.8625,30.558482613277132,16.968393045310854,11.8625,290,949,1.9736564805057957,2,7.1390937829293994
13053.4,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,36,35,0.014084506843880186,0.07553191481326392,10.681818181818182,23.617021276595747,13.719535783365572,10.681818181818182,222,940,1.8170212765957447,1,6.962765957446808
13515.2,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,26,15,0.26829267638310544,0.07032590039395215,10.796296296296296,35.84905660377358,18.658141160027952,10.796296296296296,209,583,2.1080617495711835,0,7.670668953687821
13977.0,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,20,20,0.0,0.06622516545326959,8.882352941176471,24.834437086092713,13.486716010907674,8.882352941176471,150,604,1.8178807947019868,0,6.857615894039735
14438.8,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,49,23,0.3611111060956791,0.10975609739366449,11.11864406779661,29.42073170731707,16.215750310045475,11.11864406779661,193,656,1.9481707317073171,1,7.233231707317073
14900.6,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,40,16,0.42857142091836753,0.07713498611964878,9.552631578947368,28.92561983471074,15.391300565463244,9.552631578947368,210,726,1.8870523415977962,2,7.136363636363637
15362.4,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,17,0,0.999999941176474,0.06910569077599313,11.714285714285714,38.21138211382114,19.970267131242743,11.714285714285714,94,246,2.097560975609756,0,7.796747967479675
